USER_ID,LONGITUDE,LATITUDE,CAPTURE_TIME
1,-71.0836699,42.3629142,2020-05-31 13:02:22
1,-71.0837117,42.3629487,2020-05-31 13:06:18
1,-71.083671,42.3629225,2020-05-31 13:08:22
1,-71.0838888,42.3628442,2020-05-31 13:12:33
1,-71.083735,42.3629215,2020-05-31 13:14:22
1,-71.08385,42.3628967,2020-05-31 13:18:18
1,-71.0836683,42.3629321,2020-05-31 13:20:20
1,-71.0837109,42.3629336,2020-05-31 13:24:18
1,-71.0837187,42.3629313,2020-05-31 13:26:22
1,-71.0837203,42.3629409,2020-05-31 13:30:19
1,-71.0835869,42.3629528,2020-05-31 13:32:22
1,-71.0836832,42.3629218,2020-05-31 13:36:20
1,-71.0861274,42.3634126,2020-05-31 13:38:22
1,-71.0836514,42.3629146,2020-05-31 13:42:19
1,-71.063195,42.341695,2020-05-31 13:42:38
1,-71.063382,42.341548,2020-05-31 13:42:39
1,-71.063467,42.341342,2020-05-31 13:42:40
1,-71.063013,42.340668,2020-05-31 13:42:41
1,-71.063058,42.34044,2020-05-31 13:42:42
1,-71.063191,42.340298,2020-05-31 13:42:43
1,-71.063263,42.340067,2020-05-31 13:42:44
1,-71.063374,42.339881,2020-05-31 13:42:45
1,-71.063528,42.339733,2020-05-31 13:42:46
1,-71.063642,42.339537,2020-05-31 13:42:47
1,-71.063781,42.339358,2020-05-31 13:42:48
1,-71.064113,42.338883,2020-05-31 13:42:49
